판매소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,사업자등록번호,대형폐기물스티커판매여부,영업상태명,전화번호,지정일자,폐업일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
씨유(CU) 남부터미널역점,서울특별시,서초구,서울특별시 서초구 효령로 279 (서초동),서울특별시 서초구 서초동 1602-1,37.4849415024,127.014765522,263-04-01326,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 방배18호점,서울특별시,서초구,서울특별시 서초구 효령로 28 (방배동),서울특별시 서초구 방배동 476-1,37.4776853642,126.9880450078,114-85-19746,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
이마트24 서울남부터미널점,서울특별시,서초구,"서울특별시 서초구 효령로 292, 118호(서초동, 남부터미널)",서울특별시 서초구 서초동 1446-1,37.4835466075,127.0151108867,666-85-00262,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
롯데쇼핑 ㈜ 롯데슈퍼 서초국제전자센터점,서울특별시,서초구,서울특별시 서초구 효령로 304 (서초동),서울특별시 서초구 서초동 1445-3,37.4847315992,127.0178038065,214-85-35459,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
드림디포,서울특별시,서초구,"서울특별시 서초구 효령로 335 (서초동, 대호프레조빌)",서울특별시 서초구 서초동 1604-19,37.4864987317,127.0206638606,214-09-72576,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
gs25 서초프랜드점,서울특별시,서초구,서울특별시 서초구 효령로 349-5 (서초동),서울특별시 서초구 서초동 1605-4,37.4870269317,127.0219999288,214-13-66839,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
미니스톱,서울특별시,서초구,서울특별시 서초구 효령로 34길 7 (방배동),서울특별시 서초구 방배동 985-2,37.4812515316,126.9994255352,114-10-35883,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
㈜ 이마트에브리데이 서초그랑자이점,서울특별시,서초구,서울특별시 서초구 효령로 391 서초그랑자이 아파트 상가 지하1층,,,,212-81-25544,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
이마트24R 서초그랑자이점,서울특별시,서초구,"서울특별시 서초구 효령로 403 1층 128호, 140호(서초동)",,,,443-85-01955,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
GS25 서초행운점,서울특별시,서초구,"서울특별시 서초구 효령로 40길 10, 1층 (서초동)",서울특별시 서초구 서초동 1489-11,37.4824309907,127.0058159677,437-43-00214,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
지에스25 서초청화점,서울특별시,서초구,"서울특별시 서초구 효령로 431, 1층 101호(서초동, 청화오피스텔)",서울특별시 서초구 서초동 1339-7,37.4896241351,127.0306738369,617-39-06103,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
㈜이마트에브리데이 남부터미널점,서울특별시,서초구,서울특별시 서초구 효령로 68길 74 (서초동),서울특별시 서초구 서초동 1443-17,37.4856869986,127.0207479858,212-81-25544,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
씨유 방배제일점,서울특별시,서초구,서울특별시 서초구 효령로23길 90 (방배동),서울특별시 서초구 방배동 929-1,37.4841976546,126.9920538488,820-11-02053,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
이마트24 R방배다현점,서울특별시,서초구,"서울특별시 서초구 효령로27길 41, 1층(방배동)",서울특별시 서초구 방배동 921-29,37.4825587646,126.99440834,808-12-02569,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 방배중앙점,서울특별시,서초구,"서울특별시 서초구 효령로34길 23-3(방배동, 101호)",서울특별시 서초구 방배동 985-20,37.4807406607,126.9997799841,114-10-35883,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
즐거운마트 서초점,서울특별시,서초구,서울특별시 서초구 효령로46길 5 (서초동),서울특별시 서초구 서초동 1485-1,37.483330893,127.0090761391,182-19-02388,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 꽃마을점,서울특별시,서초구,서울특별시 서초구 효령로49길 38 (서초동),서울특별시 서초구 서초동 1535-1,37.4856487554,127.0099699957,214-07-99718,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
GS25 방배래미안점,서울특별시,서초구,"서울특별시 서초구 효령로4길 56-16, 101호(방배동)",서울특별시 서초구 방배동 484-1,37.475611335,126.990042417,823-50-00086,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
GS25 서초유원점,서울특별시,서초구,서울특별시 서초구 효령로51길 8 (서초동),서울특별시 서초구 서초동 1586-1,37.4847883104,127.0126104408,214-14-51667,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 서초이오빌점,서울특별시,서초구,서울특별시 서초구 효령로53길 45 (서초동),서울특별시 서초구 서초동 1593-7,37.4865276721,127.0129324154,214-06-75174,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 서초샤르망점,서울특별시,서초구,서울특별시 서초구 효령로55길 28 104호 (서초동),,,,131-04-57315,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 서초퍼스트점,서울특별시,서초구,서울특별시 서초구 효령로72길 33 (서초동),서울특별시 서초구 서초동 1344-29,37.4869795824,127.0270030358,470-85-00356,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
GS25 서초팰리스점,서울특별시,서초구,"서울특별시 서초구 효령로72길 57, 1층 107호 (서초동, 지하)",서울특별시 서초구 서초동 1344-13,37.4870103196,127.0284833597,223-82-67731,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
CU 풍림플러스점,서울특별시,서초구,"서울특별시 서초구 효령로77길 14(서초동, 풍림아이원플러스)",서울특별시 서초구 서초동 1338-1,37.4902655164,127.0297995442,384-09-02855,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
위드미 아크로텔 강남역점,서울특별시,서초구,"서울특별시 서초구 효령로77길 34, 102호 (서초동)",서울특별시 서초구 서초동 1337-2,37.491994155,127.0288487965,304-23-01332,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 방배서리풀,서울특별시,서초구,"서울특별시 서초구 서초대로34가길 52, 301동 지1층 5호(방배동, 방배서리풀 그랑블)",서울특별시 서초구 방배동 3279,37.4860808781,126.9974987449,432-15-01291,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
소비자유통(광명),서울특별시,금천구,서울특별시 금천구 한내로 69-15 주공13단지아파트 1층,서울특별시 금천구 독산동 1088-1,37.45738742,126.8865505,119-03-72847,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
엘지슈퍼(한신),서울특별시,금천구,서울특별시 금천구 한내로 62 한신아파트 1107호,서울특별시 금천구 독산동 1093-4,37.4553907327,126.8888778456,142-15-00517,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
태양종합슈퍼,서울특별시,금천구,서울특별시 금천구 탑골로5길 23 1층,서울특별시 금천구 시흥동 219-5,37.4530587239,126.9114845034,119-01-80436,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
세븐일레븐 금천탑골점,서울특별시,금천구,"서울특별시 금천구 탑골로3길 13 개명주택 101호, 102호",서울특별시 금천구 시흥동 220-106,37.4523872442,126.9117861482,390-14-01985,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
CU시흥탑동점,서울특별시,금천구,서울특별시 금천구 탑골로 43,서울특별시 금천구 시흥동 228-30,37.45206908,126.913961,119-22-68266,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
시장마트,서울특별시,금천구,서울특별시 금천구 탑골로 14 1층,서울특별시 금천구 시흥동 248-12,37.45162936,126.9108847,119-15-13268,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
세븐일레븐 금천은행나무로점,서울특별시,금천구,서울특별시 금천구 은행나무로 6 대하빌딩,서울특별시 금천구 시흥동 905,37.4499187988,126.903449281,116-85-09962,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
에스마트,서울특별시,금천구,서울특별시 금천구 은행나무로 51 1층,서울특별시 금천구 시흥동 909-24,37.4511560767,126.9080905013,119-13-86336,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
한성슈퍼,서울특별시,금천구,서울특별시 금천구 은행나무로 16-1 1층,서울특별시 금천구 시흥동 905-13,37.45020961,126.9043971,119-11-21004,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
CU금천블르빌점,서울특별시,금천구,서울특별시 금천구 시흥대로98길 30 1층,서울특별시 금천구 독산동 1057,37.46367355,126.8997583,843-09-01660,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
현주식품점,서울특별시,금천구,서울특별시 금천구 시흥대로94길 68 101호,서울특별시 금천구 독산동 1062-1,37.46359593,126.9012053,119-21-94428,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
새로나슈퍼,서울특별시,금천구,서울특별시 금천구 시흥대로94길 21 1충,서울특별시 금천구 독산동 1058-36,37.46239226,126.8990594,119-04-17953,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
GS25금천은하수점,서울특별시,금천구,서울특별시 금천구 시흥대로90길 16 1층,서울특별시 금천구 독산동 1065-50,37.46121678,126.8991383,119-17-98223,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
세븐일레븐 금천호정점,서울특별시,금천구,서울특별시 금천구 시흥대로88길 21-8 편백채 131~134호,서울특별시 금천구 독산동 1069-5,37.46103749,126.9007475,796-08-01595,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
한빛종합할인마트,서울특별시,금천구,서울특별시 금천구 시흥대로88가길 15 예수동산교회 1층,서울특별시 금천구 독산동 1065-11,37.46155336,126.900055,134-10-27446,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
GS25 금천무지개점,서울특별시,금천구,서울특별시 금천구 시흥대로84마길 21 1층,서울특별시 금천구 독산동 1071,37.4622469359,126.9009852563,409-82-88043,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
스카이마트24,서울특별시,금천구,서울특별시 금천구 시흥대로84나길 2 1층,서울특별시 금천구 독산동 1075-83,37.4606491,126.9015427,511-72-00093,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
CU 금천해피점,서울특별시,금천구,서울특별시 금천구 시흥대로80길 38 1층,서울특별시 금천구 시흥동 868-35,37.4593071087,126.9017337628,512-12-65251,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
GS25금천햇빛점,서울특별시,금천구,서울특별시 금천구 시흥대로80길 17 1층,서울특별시 금천구 독산동 1075-23,37.45910264,126.9006165,102-68-00437,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
한살림남서울소비자생활협동조합 금천시흥매장,서울특별시,금천구,서울특별시 금천구 시흥대로77길 32 1층,서울특별시 금천구 시흥동 113-139,37.4581057956,126.897187037,337-82-00612,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
CU 시흥베르빌점,서울특별시,금천구,서울특별시 금천구 시흥대로77길 23 시흥베르빌아파트 상가동 1층 101호,서울특별시 금천구 시흥동 1015,37.4576061475,126.8976636723,479-71-00720,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
신흥하이퍼,서울특별시,금천구,서울특별시 금천구 시흥대로76길 10 1층,서울특별시 금천구 시흥동 870-2,37.4580245408,126.9000419674,856-08-01922,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
GS25 금나래아트홀,서울특별시,금천구,서울특별시 금천구 시흥대로73길 70 금천구청종합청사 금나래아트홀 지하1층,서울특별시 금천구 시흥동 1020,37.45706565,126.8960369,215-82-87639,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
이마트24금천구청역점,서울특별시,금천구,서울특별시 금천구 시흥대로73길 67 엠메디컬타워 104호,서울특별시 금천구 시흥동 1031,37.45594256,126.8957474,527-01-01438,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
GS25 금천구청점,서울특별시,금천구,"서울특별시 금천구 시흥대로73길 11 무지개아파트 상가동5,6호",서울특별시 금천구 시흥동 109-1,37.4566169361,126.8983014595,608-82-82438,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
